Local time,Open,High,Low,Close,Volume
30.04.2023 10:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 11:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 11:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 12:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 12:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 13:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 13:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 14:00:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 14:30:00.000 GMT-0600,1.25608,1.25608,1.25608,1.25608,0
30.04.2023 15:00:00.000 GMT-0600,1.25538,1.25659,1.25538,1.25589,130369999.37899996
30.04.2023 15:30:00.000 GMT-0600,1.25613,1.25662,1.25597,1.25648,149379997.90930003
30.04.2023 16:00:00.000 GMT-0600,1.25626,1.25686,1.25597,1.25630,5093539981.842
30.04.2023 16:30:00.000 GMT-0600,1.25631,1.25637,1.25556,1.25559,5719550018.3105
30.04.2023 17:00:00.000 GMT-0600,1.25563,1.25631,1.25563,1.25629,2953359972.0000997
30.04.2023 17:30:00.000 GMT-0600,1.25629,1.25635,1.25562,1.25575,1497930003.1665
30.04.2023 18:00:00.000 GMT-0600,1.25574,1.25614,1.25514,1.25519,3199489992.1415
30.04.2023 18:30:00.000 GMT-0600,1.25518,1.25597,1.25503,1.25584,2701430007.9344997
30.04.2023 19:00:00.000 GMT-0600,1.25587,1.25608,1.25570,1.25591,1815160005.5693998
30.04.2023 19:30:00.000 GMT-0600,1.25589,1.25603,1.25534,1.25589,2031150002.4798
30.04.2023 20:00:00.000 GMT-0600,1.25588,1.25612,1.25552,1.25583,1701090002.0597
30.04.2023 20:30:00.000 GMT-0600,1.25582,1.25617,1.25573,1.25616,1599760000.2286997
30.04.2023 21:00:00.000 GMT-0600,1.25617,1.25648,1.25595,1.25629,2978229974.7467995
30.04.2023 21:30:00.000 GMT-0600,1.25628,1.25689,1.25586,1.25685,3422550014.4959006
30.04.2023 22:00:00.000 GMT-0600,1.25685,1.25688,1.25613,1.25656,2712719978.3326006
30.04.2023 22:30:00.000 GMT-0600,1.25656,1.25659,1.25545,1.25571,3867979995.7274
30.04.2023 23:00:00.000 GMT-0600,1.25572,1.25572,1.25485,1.25494,4780160015.1059
30.04.2023 23:30:00.000 GMT-0600,1.25493,1.25558,1.25463,1.25527,3782000039.1008997
01.05.2023 00:00:00.000 GMT-0600,1.25528,1.25549,1.25406,1.25448,2724229999.5424004
01.05.2023 00:30:00.000 GMT-0600,1.25449,1.25518,1.25421,1.25476,3608129997.2533994
01.05.2023 01:00:00.000 GMT-0600,1.25477,1.25523,1.25401,1.25438,6801639915.466299
01.05.2023 01:30:00.000 GMT-0600,1.25441,1.25454,1.25300,1.25350,2872369998.9319005
01.05.2023 02:00:00.000 GMT-0600,1.25351,1.25391,1.25226,1.25270,2734580009.4603996
01.05.2023 02:30:00.000 GMT-0600,1.25266,1.25266,1.25175,1.25178,2241239986.4198
01.05.2023 03:00:00.000 GMT-0600,1.25177,1.25271,1.25141,1.25239,2329770008.0874
01.05.2023 03:30:00.000 GMT-0600,1.25237,1.25300,1.25204,1.25258,2015089996.3379998
01.05.2023 04:00:00.000 GMT-0600,1.25258,1.25298,1.25166,1.25224,2668650001.5259
01.05.2023 04:30:00.000 GMT-0600,1.25227,1.25341,1.25179,1.25324,2203809994.697001
01.05.2023 05:00:00.000 GMT-0600,1.25324,1.25362,1.25288,1.25325,1869280008.316
01.05.2023 05:30:00.000 GMT-0600,1.25323,1.25334,1.25209,1.25230,1812230003.3567998
01.05.2023 06:00:00.000 GMT-0600,1.25228,1.25434,1.25207,1.25414,3449480005.2641
01.05.2023 06:30:00.000 GMT-0600,1.25414,1.25571,1.25346,1.25551,13752199966.430798
01.05.2023 07:00:00.000 GMT-0600,1.25551,1.25594,1.25418,1.25492,4968810037.612901
01.05.2023 07:30:00.000 GMT-0600,1.25492,1.25532,1.25429,1.25437,4624229991.9126005
01.05.2023 08:00:00.000 GMT-0600,1.25435,1.25435,1.25099,1.25150,7697009994.506599
01.05.2023 08:30:00.000 GMT-0600,1.25151,1.25230,1.25101,1.25199,4382529998.7793
01.05.2023 09:00:00.000 GMT-0600,1.25198,1.25218,1.24913,1.24932,4304229953.7659
01.05.2023 09:30:00.000 GMT-0600,1.24931,1.24951,1.24863,1.24929,2384079973.2209005
01.05.2023 10:00:00.000 GMT-0600,1.24929,1.24929,1.24802,1.24855,2041050006.8666
01.05.2023 10:30:00.000 GMT-0600,1.24855,1.24969,1.24842,1.24926,1734219993.5912998
01.05.2023 11:00:00.000 GMT-0600,1.24926,1.24955,1.24900,1.24942,1569590000.1526
